building_id,mean_temp,std_temp,pct_above_18,pct_below_15
11218,15.427249,6.554983,41.449120,47.767173
11227,17.204660,7.017175,53.311691,37.590764
11244,18.772454,6.596716,62.856159,28.859051
11258,13.415966,7.306121,32.491810,60.524887
11283,14.052449,6.606339,34.233721,54.623509
11399,14.486250,7.316234,40.636818,49.780367
11407,15.800906,6.952002,43.771757,46.753443
11421,14.200132,6.947878,35.219981,55.586846
11434,13.508806,7.480488,34.102854,58.594016
11443,15.318022,7.720287,44.589879,48.927133
11460,18.184781,6.708668,59.396000,32.475294
11471,16.917983,7.096043,52.627145,38.794572
11485,17.014031,7.036361,52.592234,38.731481
11501,13.891822,6.583280,31.981207,57.672570
11512,13.577516,6.673721,31.263837,59.691167
11516,12.956434,6.932047,28.527283,63.363634
11575,13.910430,6.789614,33.272423,57.397545
11605,18.657002,6.485392,62.845395,28.048128
11622,16.697626,6.586723,48.262404,39.586188
11650,13.509219,6.658768,30.792222,59.258270
11675,17.033088,6.148532,52.673068,35.032401
11688,14.251094,6.862549,36.493240,54.534385
11697,16.585343,6.301997,49.797939,37.507172
11713,15.919765,7.320164,47.710000,44.474939
11731,12.677865,7.241503,28.724644,64.866472
11738,10.660466,6.792763,19.406088,74.644890
11781,13.405177,6.672636,30.651131,60.379356
11787,11.894766,6.914393,25.220062,67.695809
11814,16.566153,6.502724,48.324263,40.396468
11819,16.842779,6.415185,50.383300,38.365667
11828,17.709653,6.499185,57.056236,33.644361
11859,13.941594,6.444049,33.383814,55.610647
11906,14.388621,6.426304,33.868029,53.626739
11913,14.921100,6.640194,35.610134,52.980963
11943,14.862996,7.543574,41.947275,50.759833
11966,16.085040,7.438127,48.173329,43.557160
11974,15.490111,7.163212,43.047193,48.255210
11993,15.388238,6.567904,40.646636,48.726187
11998,16.414320,7.000907,47.995721,43.220050
12001,15.115483,6.614289,38.985105,49.916270
12347,15.784456,6.685061,43.671081,45.665084
1243,11.875325,6.661265,23.685822,67.776769
1260,16.270359,6.983025,49.875121,40.703483
12880,17.678905,6.452591,56.753700,32.997150
12890,11.394690,6.787715,22.802615,70.212600
12915,16.016921,6.943626,45.800633,45.213022
12952,16.971421,7.092430,53.193097,38.255897
12963,10.610626,6.233689,16.573393,76.242841
12975,11.585604,6.726216,21.953579,69.519355
12985,13.615627,6.847798,30.990985,60.109336
13000,15.858207,6.750273,43.674907,45.514840
13024,11.177770,6.494173,20.739791,72.585640
13045,15.342775,6.758847,39.987922,48.527038
13068,15.592734,7.207294,45.591579,46.254069
13092,14.235933,7.627116,37.766673,56.096092
13143,16.142532,6.353816,44.706576,41.823379
13203,14.770664,6.888417,37.047294,53.434384
1322,13.437774,6.983724,31.457537,59.260684
13255,15.009829,6.997828,40.904090,49.543933
13273,15.681485,6.582926,43.714162,44.536205
13281,11.523610,6.204751,20.310892,72.059211
13298,16.475339,6.757279,48.068925,40.990022
13300,14.290188,6.732385,34.526408,55.802597
1332,14.950044,6.419371,36.701883,48.291102
13335,15.089140,6.867311,40.698294,49.734237
13346,12.150399,5.926563,19.168913,65.201078
13372,14.739268,6.336132,36.717622,50.816099
1339,14.200046,6.022415,28.546047,57.820881
13419,13.599963,6.999761,32.362421,59.729088
13433,12.580319,6.700677,26.399926,64.575248
13488,17.075159,6.784803,52.292049,38.195516
13539,15.176703,6.153786,36.778470,49.001282
13548,16.141460,6.802279,45.953117,43.992787
13557,13.890460,7.261273,34.276357,57.207625
13568,14.977858,7.380407,42.258678,49.262652
13579,15.263751,6.450979,38.207770,49.409783
13599,14.041163,6.774955,33.439535,57.501738
1361,11.702392,6.491690,24.958174,66.459036
13625,15.740560,6.950436,44.547959,45.674186
13638,15.612815,6.987203,43.680360,47.027672
13653,11.937784,7.433207,26.893893,67.462365
13664,12.721524,6.186904,24.480628,66.033350
13680,12.313584,6.612025,25.103769,67.543974
13697,17.064563,6.671917,52.664084,37.541393
13716,13.206617,6.690182,28.618585,62.315248
13720,13.642883,6.948082,31.839215,58.269065
13749,15.797642,6.910474,45.103460,45.317221
13760,16.171191,7.103407,47.644941,43.642249
13783,14.046259,6.986151,34.462698,55.835311
13791,15.736461,7.001980,44.197513,46.466553
13807,15.523596,7.318720,42.914620,48.606641
13835,15.631447,7.640837,44.872059,47.866214
13859,15.324928,7.307024,43.593652,47.416171
13881,13.077507,6.821566,28.529231,63.087566
13894,16.511868,7.330710,49.939879,41.868215
13945,12.159006,6.200476,23.365498,67.903935
13964,13.728251,6.544750,30.357556,59.363057
13979,16.446174,7.155188,48.898127,42.488001
14006,18.358895,6.856985,60.836927,31.701888
14014,13.921675,6.791807,33.652019,57.259041
14020,16.956530,6.957388,51.651470,39.090791
14032,15.554874,6.423774,40.647424,48.382966
14053,17.378816,6.795472,54.425535,36.756971
14060,17.268114,6.561532,53.973191,36.174599
14081,13.502291,7.146317,32.266058,59.427096
14107,12.483383,6.402272,24.795912,66.355321
14114,14.460601,6.359454,34.192266,54.352897
14123,12.377723,6.389336,23.855864,67.390626
14136,12.535071,7.060330,28.424388,64.083823
14147,13.089106,7.321006,31.255607,61.587546
14166,14.954388,6.772673,39.386072,49.163443
14177,14.472328,6.709412,34.996877,55.395746
14197,11.618555,7.238966,25.919406,67.867894
14270,12.529071,6.883968,26.771764,63.897764
14278,14.788803,7.054910,39.004094,50.813416
14289,16.588744,6.899314,50.552888,39.761404
14308,12.096055,7.037171,25.593882,67.610370
14317,14.733661,6.782451,38.042487,52.348681
14336,15.721077,7.052499,45.116822,45.828812
14370,16.368234,6.957143,48.384792,42.344610
14387,14.499175,6.663941,36.790991,53.798294
14397,14.809070,7.176459,38.640479,51.573748
14414,14.310734,7.132100,36.268140,55.030483
14433,12.797699,7.136968,30.834258,61.347282
14440,11.217744,6.544250,19.963269,71.859830
14451,17.520247,6.240946,56.496609,33.286706
14489,15.307394,6.594378,40.028875,48.105677
1451,14.286607,7.028644,36.431599,55.177906
14525,12.983073,6.770447,27.881089,63.833984
14533,14.590926,7.344582,39.595119,52.675727
14552,14.753191,6.904818,38.559210,51.615222
1461,14.092509,6.151195,31.447638,57.382382
14711,16.603192,7.241424,50.443199,41.273989
1473,10.188733,6.732554,19.842967,74.567437
14747,15.890779,7.123410,45.973495,45.208075
14762,9.567438,5.826943,13.483267,80.589993
14767,13.713925,7.082178,33.435424,58.537165
14785,15.697580,6.990121,45.053945,44.937468
14804,13.706918,7.603280,37.023931,55.244399
14816,14.529745,7.155282,38.905768,51.707658
14842,13.147345,7.489492,32.200784,61.416752
14880,13.335079,6.961080,30.870803,60.037072
14890,14.350963,7.286292,37.607103,54.842685
14897,12.306786,6.536642,24.062420,66.406584
14946,15.159807,6.930090,39.818504,51.351626
14954,13.393585,7.107307,31.739098,60.731135
14958,11.739706,7.263405,25.897389,67.526555
14966,13.034002,7.106543,30.733783,62.283534
14989,10.352357,6.500340,18.367347,75.603298
15013,17.118464,6.772147,51.672510,37.912769
15022,18.236966,6.702995,60.691660,31.450988
15029,10.288542,6.327428,17.253161,75.942528
15051,12.056548,6.904615,24.589577,67.873410
15063,13.553390,6.828421,30.882444,59.966395
15081,15.884542,6.627182,43.794021,45.612699
15116,11.854851,6.325093,22.431823,67.960888
15121,13.034828,7.505214,32.132183,61.328141
15130,12.586849,6.973078,28.152861,63.599230
15141,10.237241,6.278501,16.963413,76.446382
15173,15.887068,6.871915,45.032792,45.106038
15185,12.624088,6.793736,26.949785,64.141880
15191,14.792227,7.203857,40.237161,50.787821
15199,12.222634,6.536055,24.433883,67.093002
15204,13.852527,7.464927,35.060842,57.854911
15220,16.784052,6.917685,50.695487,39.560659
15238,16.487559,6.693247,48.552061,40.688056
15287,12.660097,6.690612,27.432021,63.988534
15293,16.644712,6.205318,49.240012,38.976615
15306,15.020900,6.984989,39.606911,51.121135
15333,17.538887,6.523635,56.782228,33.912229
15352,12.202102,6.971611,25.726263,67.363517
15361,16.555344,6.725414,49.050614,40.380640
15365,10.664497,5.836508,15.928191,76.943583
15370,16.355236,6.809807,47.578999,42.413108
15377,14.751051,7.017535,37.191018,53.479795
15382,12.494382,7.457006,30.130161,63.324461
15393,16.967857,6.848794,50.915030,39.301190
15402,13.983514,6.693947,33.033891,56.955578
15406,14.738946,7.015744,37.854397,52.830251
15413,16.579914,6.914520,49.071277,41.491382
15420,16.555022,6.815732,49.273071,41.050271
15436,16.345887,6.762794,47.978054,42.077756
15460,13.190294,7.047771,30.106844,61.968031
156,14.184890,6.950240,34.754951,55.074308
1576,13.412604,7.949410,35.981313,58.018667
1595,14.152333,7.015811,35.440568,54.984975
1624,13.304076,6.911764,31.450869,60.104843
1637,13.944520,6.580650,31.970089,57.504982
16468,15.929549,6.760376,43.400002,46.089389
1654,14.175197,7.651656,38.348146,55.665539
1663,13.949634,6.599093,33.678646,55.685021
1686,13.906219,6.698731,32.738641,57.708327
1712,15.478006,6.672313,42.129493,47.002991
1723,15.065020,7.355895,41.441165,49.899127
1733,15.048552,7.055947,40.536646,49.862201
1755,12.700312,6.691070,27.452613,64.014172
1765,15.574239,6.798691,42.863606,46.232495
178,12.456329,7.565802,30.623434,63.315450
1802,14.801526,6.859581,37.827187,52.183659
1817,13.108510,7.056115,31.101075,60.549733
18392,18.018935,7.156245,57.890745,34.724479
1841,11.409077,6.007167,18.784652,71.973897
1849,13.351307,7.100767,31.182476,60.928565
1854,9.347120,6.104405,15.308178,78.510070
1865,14.100199,6.772515,33.389762,56.273945
1872,14.768556,6.628653,37.285031,52.362327
1877,15.816278,6.869494,44.237823,45.676374
1885,15.716272,7.089097,44.056613,46.465748
1925,13.349708,6.760285,30.529599,57.083257
1938,9.794059,6.354784,15.758821,79.485538
1946,10.371688,6.271848,18.024159,74.619778
1956,14.807031,6.488065,36.558832,51.511057
1972,14.625166,6.786346,36.584957,53.669198
1976,15.260001,6.723434,40.959786,47.290010
1980,14.257972,6.912935,35.550170,55.009266
1984,12.418725,6.694545,25.719616,64.448961
1990,13.436844,6.486435,28.425436,59.652936
1994,14.764091,6.300923,37.526742,49.768866
2002,16.040252,7.048321,46.023458,45.475604
2007,16.834076,6.960862,51.439932,39.787135
2019,15.918011,6.310385,42.484758,43.993779
203,12.939107,6.561220,26.912268,64.126524
2041,15.713840,6.616796,43.825016,45.782108
2059,14.550094,6.825055,36.050672,53.807862
2070,13.208502,7.449314,32.362025,60.266805
2075,16.770470,6.878379,50.603754,39.952033
2112,15.387584,6.538782,39.831729,47.124162
2122,15.537883,6.597308,40.052565,46.293472
2130,10.846433,6.492900,19.603279,72.888484
2139,14.504595,7.095305,37.293924,53.987521
2143,14.831504,7.265134,39.558241,52.080454
2147,14.685106,7.163717,38.567291,52.750220
2156,12.602024,6.411150,24.770723,65.095742
2165,13.502483,7.076543,31.863273,59.899956
2173,14.608309,6.846633,36.190745,53.633905
2179,17.110587,6.707384,52.492607,37.426377
2185,17.231217,7.194816,53.925142,38.607486
2195,16.983175,6.950269,52.681805,38.528164
22212,11.451489,6.783083,22.988845,70.201423
2228,13.317366,6.712476,28.499975,61.739174
22328,19.048695,6.970952,67.115099,26.741787
22334,13.710084,7.853221,37.599208,55.621873
22338,16.964250,7.231161,53.019480,39.148060
22342,15.271222,6.530710,40.657236,48.355822
22383,16.248681,7.025952,48.509682,41.695144
22437,13.470780,6.166184,27.765927,59.638687
2246,8.755802,5.900843,12.466172,83.343093
22485,16.421321,6.978549,47.675692,40.895174
2253,16.803574,6.742915,50.426244,39.761546
2266,17.007475,6.191796,50.555019,37.011630
22728,11.925411,6.149857,21.372007,68.223280
2276,15.582107,7.333755,43.611644,47.497396
2280,15.407935,7.070896,43.560574,47.416662
22825,11.911647,7.001484,25.611671,67.461085
2285,12.000895,6.246367,21.843180,69.711787
2288,12.324453,6.464783,24.153475,68.029925
22954,15.257342,6.401295,37.847495,49.328090
2303,10.572858,6.417261,18.534978,75.324989
23087,13.775468,6.954308,34.162361,56.295504
23099,13.936463,6.596781,32.429527,56.918063
23150,13.107076,6.656412,27.469147,61.488907
23193,14.266016,7.144604,37.467880,52.604390
23213,12.952241,7.229211,30.519568,62.509709
2326,13.361693,6.161058,26.008466,63.394843
2330,16.486272,7.082802,49.648570,41.613960
23383,12.663732,6.191101,25.337082,62.669052
23409,16.958233,6.859387,50.725982,39.662132
23435,14.537391,6.639895,35.552293,54.045452
23461,10.667140,6.010112,15.642768,74.950719
23522,16.521665,7.203727,49.542665,41.913710
23556,13.893851,6.863410,33.743699,56.029936
23585,17.178434,7.327398,54.598249,37.732271
23593,15.072398,7.222467,41.640191,49.032421
2363,14.764682,7.216349,39.759545,51.034675
23674,14.196850,7.088917,35.269385,54.720643
2371,14.170048,6.740401,34.599951,55.323849
23714,14.073883,7.140654,36.596552,55.392024
23720,13.128982,7.232658,31.337543,61.036475
2377,13.303583,7.083203,31.855108,59.989688
2381,11.376177,6.361111,20.198276,71.839080
2385,11.404625,6.377827,20.342349,71.394688
23871,14.742395,6.668788,37.407560,52.096746
23901,12.642706,6.592008,26.648364,64.944430
24033,12.424967,6.541071,25.212011,66.680111
24083,17.117977,6.967773,52.828102,38.338744
24131,17.254275,6.907337,54.065858,37.032027
24153,14.969900,6.842228,38.887559,50.580633
24173,14.987399,6.776149,38.578284,50.616826
24199,15.081423,6.866614,40.119325,50.202700
2422,16.577749,6.575990,49.648424,40.020652
2425,16.326610,6.183819,47.013965,40.931712
24288,11.201574,6.535407,21.364174,71.322764
24313,15.427209,6.717157,41.978313,47.646739
2434,15.156556,6.882874,41.091656,48.730212
24365,12.446713,6.090816,22.458834,67.829328
24395,14.110960,5.913635,30.064457,56.232133
24452,16.320084,6.495585,46.667924,41.596206
2447,11.124954,7.156844,24.318599,70.009011
2448,13.605186,6.677415,31.689455,57.586214
24504,18.277728,6.713586,60.918528,31.051692
24514,14.121703,6.874901,34.811494,55.987994
24549,16.567115,6.493806,49.118805,39.995437
24564,17.755573,5.970607,57.310128,31.116452
2461,12.489493,7.324296,29.970973,62.444254
2464,15.329833,6.713292,39.964176,48.812059
24679,13.958019,6.173619,29.058798,57.909171
2470,10.228395,5.944614,15.199217,78.573238
2476,12.879430,7.098590,29.407030,63.220228
2480,10.419370,6.305982,17.543253,76.170704
2484,12.323912,6.940620,25.986850,66.153080
24869,8.156751,5.646723,10.269411,85.408793
2490,11.148696,6.531808,20.286399,73.142936
24927,18.452468,6.863103,60.917040,31.354908
24966,17.433579,6.822140,55.382973,35.807718
2501,10.764898,6.802370,20.682877,73.265684
2506,12.913693,6.675462,27.159322,63.708202
25103,16.334332,6.747482,46.917979,41.898525
25168,12.238133,6.240049,22.510016,68.239993
25218,11.097402,6.482242,20.720354,72.045308
25274,13.251210,6.061497,26.732290,59.304694
25307,7.070819,4.444326,5.648383,91.484335
25354,13.808501,7.166921,34.038756,57.684471
2538,16.249472,6.646346,46.125542,43.338793
25399,16.332823,6.761725,47.953275,42.527005
25436,14.439897,7.300386,38.831065,52.598523
25453,15.384601,7.106632,41.850261,48.356914
25473,13.972119,6.844539,34.018880,56.330079
25485,13.804163,6.460639,30.642437,58.978505
25538,17.171792,6.480157,53.443150,36.171995
25607,14.715795,6.911162,37.951716,51.560894
25677,13.384431,6.488275,28.545326,58.738872
25715,12.597645,6.534621,25.535919,65.485328
2574,18.014559,6.287859,58.539564,30.037266
25752,13.777006,6.847203,32.792835,58.150556
25771,13.745681,6.872113,32.790232,58.182508
25803,13.789655,6.853247,32.892588,58.052968
25826,15.705927,7.615213,46.313469,45.037498
25887,14.358801,7.707946,38.841202,53.999735
25902,16.689510,6.550597,49.714588,39.288417
25913,9.904501,6.296504,16.412673,77.724026
25922,11.646657,6.808765,23.461585,69.253695
2595,20.350096,5.578514,73.469130,17.741986
25997,14.498082,7.086517,37.030972,54.223062
26026,16.617814,6.502928,48.552703,39.956224
26047,12.778840,7.362833,30.566845,62.025199
26062,14.912796,7.302416,40.864790,49.865814
26079,13.700944,7.311586,34.528942,58.641931
26154,13.725346,6.872525,32.263135,59.210213
26170,15.380585,6.362660,40.773491,45.980561
26209,13.961664,7.308850,36.362103,55.971623
265,13.665356,7.108272,33.917444,57.860776
2658,15.246761,7.314334,42.287091,48.970021
26601,15.935922,7.050666,45.616843,44.457413
2665,12.985442,6.567929,28.312685,61.947615
26693,15.179707,6.987798,41.606465,48.115084
26718,14.287721,6.879361,36.473100,53.930407
2676,15.379052,7.438221,42.882225,48.786513
2678,17.725848,6.696499,55.513714,34.087392
268,14.180644,7.030500,36.086503,54.970036
2684,15.670167,6.885256,43.949121,45.937836
26849,15.594890,7.163029,42.752341,48.083346
26870,15.681805,7.099605,43.992540,46.894993
26892,15.539017,7.145949,42.362601,48.550201
2695,14.989829,6.961970,40.329402,50.153014
27,14.991748,6.784943,38.514292,51.127204
2702,14.617548,7.261793,38.263372,53.163214
27033,15.595123,7.528223,46.028218,46.550800
27057,17.496623,6.820191,54.671428,35.806406
27083,15.577426,7.157037,44.193234,47.314555
27104,13.180952,6.645328,27.968892,63.470708
2713,12.634947,7.239760,30.576980,62.228696
2740,17.064196,7.073264,53.392257,38.464510
2747,12.791442,6.235817,26.229628,63.284644
2754,15.193298,7.005274,40.042024,51.891628
27633,13.238415,7.286467,32.496311,59.582245
2797,14.107997,7.066773,35.583907,56.246924
28082,14.119390,6.919567,34.171118,56.302116
28109,14.042222,7.452581,36.047103,56.254576
2819,18.714520,6.753613,63.328445,29.491065
2822,17.767809,6.464169,57.746045,32.992961
2838,13.489914,7.471845,33.777190,58.569735
28422,16.817544,7.114808,50.375784,40.274426
2846,15.759517,7.111378,45.789908,45.805245
28507,14.669165,7.188486,38.830552,52.076826
28554,10.610872,6.569890,19.428411,74.071717
28624,16.843367,6.623065,47.130267,40.805238
2865,17.452140,6.632891,54.474650,35.869751
2867,14.901014,6.955697,38.808402,51.958122
28688,17.162263,6.620000,49.521091,38.649951
28722,14.828258,7.249998,39.985062,51.358331
28751,17.012099,6.644596,48.666226,41.025455
2878,16.035704,6.817722,45.107324,44.875272
28814,17.204766,7.059984,53.133451,38.932118
28847,12.273607,6.373732,23.447294,66.908751
28884,13.806792,7.223251,34.576765,56.607866
2892,15.948635,6.753491,45.216109,44.621668
2894,18.822844,5.797790,61.801023,25.452799
2896,15.969856,6.945685,45.815733,44.805677
28987,15.565634,7.219870,45.181719,46.280543
29034,16.928393,7.131349,53.008748,38.364639
29073,14.880970,6.325228,37.942717,48.552336
29090,12.655695,6.679574,28.380867,62.350640
2911,15.705847,6.728858,43.934979,46.217967
29132,12.223448,6.851195,27.579062,63.453330
29156,14.924399,6.490240,38.971989,47.661082
29179,13.224984,6.035550,27.396773,59.025269
29196,12.702103,6.602583,27.730282,62.242685
29219,13.477416,6.402740,28.627689,59.478116
29235,14.508877,6.563048,37.447467,49.805045
29262,8.095471,5.015049,8.139682,87.689717
29292,15.531482,7.148479,43.955302,47.287529
29321,8.006832,5.115258,8.438435,87.268274
29342,15.458896,7.023478,42.443221,48.327765
29380,14.725224,6.900142,38.431581,51.942896
29424,13.160359,7.357976,31.539528,61.216909
29444,12.254839,6.975916,26.802331,64.405020
29458,17.134887,6.605052,52.445671,37.142896
29474,15.947711,6.964759,46.067717,43.911449
29508,12.722844,7.312512,29.250322,63.989699
29529,12.388563,7.151773,28.634877,64.041299
29562,15.177407,6.973031,41.133142,48.609109
2964,13.020577,7.077132,30.619538,60.960692
29661,7.885891,4.850831,7.396935,89.022238
2967,16.115287,6.933321,46.835661,43.616273
29681,12.103622,6.677576,24.194513,67.633180
29691,10.834153,7.209017,22.806244,72.726917
29715,14.760234,6.783967,40.111468,49.525617
29723,14.587627,6.781717,38.909268,50.780306
29741,16.952247,6.666121,51.715564,37.550147
29746,15.979969,6.647839,42.606187,45.335536
2975,10.765011,6.234475,17.881886,72.572345
29754,15.831465,6.986056,44.294524,45.517269
29762,15.389578,6.919521,41.438513,48.157414
29767,15.113494,7.064524,39.788620,50.587610
29771,16.956793,6.468550,51.231461,38.076087
29775,15.971425,6.620949,42.354921,45.527738
29779,15.373051,6.947557,41.414283,48.113183
29793,19.060807,5.241919,65.615509,22.389291
29805,17.544253,6.761588,55.231385,35.651007
29810,16.633229,7.408588,51.447006,40.923197
29817,17.137846,6.583243,51.957077,37.053896
29822,17.535218,6.620259,55.064197,35.038446
29854,13.194330,5.678952,24.287983,65.738811
2986,15.971820,7.001626,46.054829,44.505130
2991,14.455935,7.515842,38.690092,53.822650
3002,17.093694,6.884989,53.527098,37.689214
3026,15.300005,7.009897,42.053879,48.744991
3039,9.250126,6.285533,14.820568,80.575790
3047,10.984952,6.463703,19.505110,73.635519
30510,13.148105,7.161907,32.052260,60.040413
30665,14.700642,7.429595,38.973774,52.095559
3089,8.608794,5.317993,9.913568,85.510757
3093,9.590810,5.581403,12.409245,81.232547
3099,17.380590,6.343803,53.655496,34.407693
3105,18.868406,5.695368,64.448118,23.718077
3114,16.004963,6.852012,45.738985,44.468570
3127,15.158429,7.601838,42.919608,48.642840
3150,17.278474,6.544143,53.644242,35.743385
3170,14.748231,6.682353,37.916067,51.936351
3180,11.309767,7.309319,23.725207,71.167739
3195,15.258321,6.197722,37.765132,47.163304
3211,14.746480,7.646507,40.673294,51.504089
3220,11.762446,7.209166,25.331954,68.483359
323,13.138252,6.473315,28.210131,61.562477
3233,10.688547,6.673730,19.503248,74.824991
3237,9.565579,5.666390,12.289854,82.096294
3242,10.278519,6.198925,16.306120,77.688130
3247,10.399924,6.704547,18.671452,76.734534
3254,12.757228,6.238728,25.243888,64.197521
3268,13.589843,6.769976,33.249814,57.233044
3272,12.319445,6.635145,24.538392,66.456693
3276,10.576647,6.465637,18.420407,76.628143
3281,12.036708,6.974875,24.676579,69.100337
329,10.560868,6.440616,18.322354,75.037187
3300,12.713807,7.470422,30.351869,63.102453
3315,13.158146,6.769151,30.037542,60.531731
3324,12.416302,7.187646,28.312900,64.469397
3342,13.277268,7.114007,30.484286,61.949232
3352,16.021463,7.255962,45.843005,45.789516
3360,12.523728,6.622212,27.100680,63.525882
3369,10.238622,6.074740,15.913055,77.447240
341,16.301442,6.554772,46.381907,42.020746
3451,15.975058,6.070642,41.885744,44.055102
3464,8.700287,6.193262,14.325590,81.585589
3493,15.693996,6.636986,43.538720,43.551864
3502,18.257131,6.623079,59.347572,31.691505
3509,14.101306,6.722394,34.179316,55.123978
3513,13.761062,7.356217,34.326178,58.091348
3517,14.790564,6.967994,39.684417,50.266140
3548,10.629912,6.629895,20.554048,73.385692
3566,13.302996,6.671437,29.534148,61.229637
3570,13.586676,6.605274,29.673586,58.499633
3574,14.445660,6.630967,34.709130,55.618197
3585,17.387683,5.824934,52.852041,32.268868
3594,16.341454,7.067873,48.089894,42.845713
3603,16.044035,7.250125,46.882335,44.538218
3609,16.136801,6.691532,46.658114,42.409607
3617,14.280048,6.803104,36.939990,53.079021
3632,14.265453,7.105076,36.841513,55.409069
3646,14.504976,6.188881,33.316047,55.519182
3651,13.304232,6.659459,29.548909,61.296538
3660,14.121258,7.017336,35.354002,55.376237
3669,15.617237,6.910823,43.994758,46.033695
3673,13.478742,7.190278,33.383819,59.150646
3679,16.237521,7.528023,50.023391,42.789169
3703,13.957868,6.977237,33.624903,57.945425
371,17.651135,6.495064,56.414820,33.879930
3716,12.630264,7.586093,31.044080,63.121902
3721,12.849976,6.712466,28.071692,63.192972
3748,12.870996,6.677017,28.220125,63.100104
3780,11.200841,6.271792,20.856529,71.631381
3806,13.480748,6.821755,31.170083,60.093070
3830,12.359898,6.087355,22.232610,69.039222
3852,17.934298,6.245623,56.944803,32.752214
3858,16.630931,6.584703,48.844706,40.178939
3869,11.419320,6.404242,20.090872,72.598100
3874,13.085001,6.309073,27.691975,61.391025
3881,17.458996,6.464189,55.837452,33.901702
389,14.637237,6.760642,35.649447,54.301301
3893,17.917512,6.605837,57.994443,32.038234
3897,12.739693,6.124379,24.685357,63.901958
3900,14.447570,6.162520,33.358352,54.895440
3905,14.991676,7.011222,40.581337,50.721311
39119,11.451167,7.653649,25.776806,69.271821
39146,15.871203,6.843210,44.679138,45.517805
